storm_id,timestamp,frame_number,latitude,longitude,radius_km,stage,intensity,speed_kmh,direction_deg
S000255,2026-06-18 21:15:00,42,25.06892,81.58286,12.66,dissipating,0.43,18.66,199.9
S000265,2026-06-18 21:15:00,42,22.57517,88.33329,19.83,dissipating,0.818,9.16,20.1
S000266,2026-06-18 21:15:00,42,19.95286,79.23472,11.39,developing,0.559,6.22,210.8
S000271,2026-06-18 21:15:00,42,23.88673,86.28855,4.45,developing,0.267,25.2,311.0
S000273,2026-06-18 21:15:00,42,26.64857,83.75684,1.93,dissipating,0.133,28.62,108.1
S000010,2026-06-18 21:45:00,43,27.18246,88.16342,10.64,dissipating,0.685,33.53,326.3
S000014,2026-06-18 21:45:00,43,23.93923,85.68889,15.66,dissipating,0.699,30.26,107.4
S000020,2026-06-18 21:45:00,43,21.05465,72.6876,6.16,developing,0.932,7.13,217.5
S000030,2026-06-18 21:45:00,43,24.84278,93.86229,9.16,developing,0.577,17.9,195.8
S000031,2026-06-18 21:45:00,43,32.18254,74.99919,3.87,dissipating,0.462,30.32,9.4
S000077,2026-06-18 21:45:00,43,20.24161,80.01374,9.48,developing,0.688,9.57,13.3
S000079,2026-06-18 21:45:00,43,25.40316,90.95566,21.36,developing,0.889,29.05,266.6
S000083,2026-06-18 21:45:00,43,13.06333,80.3826,4.99,inactive,0.0,14.22,102.5
S000086,2026-06-18 21:45:00,43,25.92024,87.28481,2.87,developing,0.507,17.77,319.0
S000101,2026-06-18 21:45:00,43,24.3904,86.33271,7.57,dissipating,0.405,14.65,239.7
S000111,2026-06-18 21:45:00,43,27.29179,88.53236,10.5,developing,0.989,9.04,279.0
S000127,2026-06-18 21:45:00,43,27.56054,94.5936,9.1,dissipating,0.432,17.0,281.9
S000132,2026-06-18 21:45:00,43,11.89438,76.32833,11.5,dissipating,0.596,32.63,39.3
S000147,2026-06-18 21:45:00,43,17.34068,79.84156,19.13,dissipating,0.906,33.38,296.6
S000152,2026-06-18 21:45:00,43,19.06428,72.82831,4.54,inactive,0.0,12.66,123.5
S000163,2026-06-18 21:45:00,43,26.00763,93.99949,9.85,dissipating,0.798,29.53,341.4
S000177,2026-06-18 21:45:00,43,22.60264,88.39406,11.36,developing,0.221,31.54,132.6
S000204,2026-06-18 21:45:00,43,25.289,75.7923,5.59,dissipating,0.699,13.89,324.1
S000216,2026-06-18 21:45:00,43,23.12241,87.63313,5.98,developing,0.383,33.63,242.5
S000219,2026-06-18 21:45:00,43,25.80911,86.0158,13.1,dissipating,0.462,21.76,165.3
S000223,2026-06-18 21:45:00,43,10.23376,76.24497,12.94,developing,0.786,24.95,355.4
S000224,2026-06-18 21:45:00,43,15.7776,74.45175,8.68,developing,0.199,29.44,187.4
S000225,2026-06-18 21:45:00,43,11.01688,77.12378,9.75,developing,0.624,26.84,77.1
S000229,2026-06-18 21:45:00,43,27.42352,94.39282,1.67,inactive,0.0,33.75,271.3
S000238,2026-06-18 21:45:00,43,25.91234,85.61658,3.02,dissipating,0.199,15.03,149.4
S000241,2026-06-18 21:45:00,43,14.22789,76.02675,9.07,dissipating,0.332,34.78,54.2
S000249,2026-06-18 21:45:00,43,25.79478,91.19837,3.52,dissipating,0.31,27.7,346.0
S000251,2026-06-18 21:45:00,43,11.37726,75.28329,10.35,developing,0.926,34.97,185.8
S000253,2026-06-18 21:45:00,43,26.83527,88.23751,17.44,dissipating,0.841,33.66,178.7
S000255,2026-06-18 21:45:00,43,24.98991,81.55114,9.37,dissipating,0.145,18.66,199.9
S000265,2026-06-18 21:45:00,43,22.61391,88.3486,10.72,dissipating,0.136,9.16,20.1
S000266,2026-06-18 21:45:00,43,19.92878,79.21945,14.61,dissipating,0.904,6.22,210.8
S000271,2026-06-18 21:45:00,43,23.96124,86.19493,6.57,developing,0.712,25.2,311.0
S000010,2026-06-18 22:15:00,44,27.30814,88.06941,5.25,inactive,0.0,33.53,326.3
S000014,2026-06-18 22:15:00,44,23.89841,85.83126,10.91,dissipating,0.285,30.26,107.4
S000019,2026-06-18 22:15:00,44,23.59957,91.40689,8.12,developing,0.149,27.63,329.0
S000020,2026-06-18 22:15:00,44,21.02917,72.66667,5.31,dissipating,0.712,7.13,217.5
S000021,2026-06-18 22:15:00,44,24.09705,85.38068,2.04,inactive,0.0,17.45,212.9
S000030,2026-06-18 22:15:00,44,24.76518,93.8381,10.44,dissipating,0.752,17.9,195.8
S000031,2026-06-18 22:15:00,44,32.3173,75.02541,2.75,dissipating,0.136,30.32,9.4
S000077,2026-06-18 22:15:00,44,20.28356,80.02426,10.38,dissipating,0.815,9.57,13.3
S000079,2026-06-18 22:15:00,44,25.39533,90.81104,19.15,dissipating,0.728,29.05,266.6
S000086,2026-06-18 22:15:00,44,25.9807,87.22652,3.58,developing,0.796,17.77,319.0
S000101,2026-06-18 22:15:00,44,24.35708,86.27011,5.07,dissipating,0.05,14.65,239.7
S000111,2026-06-18 22:15:00,44,27.29815,88.4871,6.9,dissipating,0.421,9.04,279.0
S000118,2026-06-18 22:15:00,44,24.69229,84.96752,6.15,inactive,0.0,6.32,62.6
S000127,2026-06-18 22:15:00,44,27.57632,94.50912,5.59,dissipating,0.008,17.0,281.9
S000132,2026-06-18 22:15:00,44,12.00813,76.42339,7.68,dissipating,0.177,32.63,39.3
S000147,2026-06-18 22:15:00,44,17.40797,79.70078,14.27,dissipating,0.506,33.38,296.6
S000152,2026-06-18 22:15:00,44,19.04581,72.85782,6.06,developing,0.223,12.66,123.5
S000163,2026-06-18 22:15:00,44,26.13365,93.95235,5.72,dissipating,0.184,29.53,341.4
S000173,2026-06-18 22:15:00,44,25.52829,85.18071,1.61,inactive,0.0,34.41,4.0
S000177,2026-06-18 22:15:00,44,22.50647,88.50737,16.78,developing,0.644,31.54,132.6
S000204,2026-06-18 22:15:00,44,25.3397,75.75178,2.73,inactive,0.0,13.89,324.1
S000211,2026-06-18 22:15:00,44,27.10787,93.55785,2.29,developing,0.248,23.82,48.5
S000216,2026-06-18 22:15:00,44,23.05247,87.48692,7.4,developing,0.632,33.63,242.5
S000219,2026-06-18 22:15:00,44,25.71428,86.04343,9.4,dissipating,0.143,21.76,165.3
S000223,2026-06-18 22:15:00,44,10.3458,76.23587,13.89,dissipating,0.892,24.95,355.4
S000224,2026-06-18 22:15:00,44,15.6461,74.43411,15.64,developing,0.894,29.44,187.4
S000225,2026-06-18 22:15:00,44,11.04386,77.24382,12.21,dissipating,0.949,26.84,77.1
S000227,2026-06-18 22:15:00,44,21.94686,80.24838,2.44,developing,0.385,30.14,16.3
S000241,2026-06-18 22:15:00,44,14.31948,76.15772,6.05,inactive,0.0,34.78,54.2
S000251,2026-06-18 22:15:00,44,11.22053,75.26711,8.5,dissipating,0.642,34.97,185.8
S000253,2026-06-18 22:15:00,44,26.68367,88.24123,12.71,dissipating,0.432,33.66,178.7
S000255,2026-06-18 22:15:00,44,24.9109,81.51942,7.7,inactive,0.0,18.66,199.9
S000266,2026-06-18 22:15:00,44,19.90471,79.20419,10.41,dissipating,0.453,6.22,210.8
S000271,2026-06-18 22:15:00,44,24.03576,86.10131,7.49,dissipating,0.906,25.2,311.0
S000014,2026-06-18 22:45:00,45,23.85758,85.97363,7.65,inactive,0.0,30.26,107.4
S000018,2026-06-18 22:45:00,45,23.32037,85.30889,4.14,inactive,0.0,25.48,291.9
S000019,2026-06-18 22:45:00,45,23.70632,91.33705,12.55,developing,0.595,27.63,329.0
S000020,2026-06-18 22:45:00,45,21.00368,72.64573,3.88,dissipating,0.341,7.13,217.5
S000021,2026-06-18 22:45:00,45,24.05009,85.34738,3.27,developing,0.402,17.45,212.9
S000027,2026-06-18 22:45:00,45,12.92893,74.88517,10.92,developing,0.161,13.14,62.2
S000030,2026-06-18 22:45:00,45,24.68758,93.81392,5.65,dissipating,0.101,17.9,195.8
S000037,2026-06-18 22:45:00,45,26.6286,92.76926,6.2,developing,0.176,12.3,321.5
S000051,2026-06-18 22:45:00,45,20.25921,80.09183,3.67,developing,0.064,29.71,59.7
S000059,2026-06-18 22:45:00,45,27.61202,93.8705,4.03,inactive,0.0,25.13,104.8
S000077,2026-06-18 22:45:00,45,20.32551,80.03479,6.8,dissipating,0.304,9.57,13.3
S000079,2026-06-18 22:45:00,45,25.3875,90.66642,14.18,dissipating,0.366,29.05,266.6
S000082,2026-06-18 22:45:00,45,26.27367,92.7037,1.74,inactive,0.0,34.51,7.2
S000086,2026-06-18 22:45:00,45,26.04117,87.16823,3.8,dissipating,0.883,17.77,319.0
S000111,2026-06-18 22:45:00,45,27.30451,88.44183,4.23,inactive,0.0,9.04,279.0
S000118,2026-06-18 22:45:00,45,24.7017,84.98749,9.86,developing,0.402,6.32,62.6
S000147,2026-06-18 22:45:00,45,17.47527,79.55999,9.41,dissipating,0.107,33.38,296.6
S000152,2026-06-18 22:45:00,45,19.01432,72.90813,8.66,developing,0.604,12.66,123.5
S000173,2026-06-18 22:45:00,45,25.63171,85.18871,2.5,developing,0.366,34.41,4.0
S000177,2026-06-18 22:45:00,45,22.4103,88.62068,20.07,dissipating,0.902,31.54,132.6
S000211,2026-06-18 22:45:00,45,27.17901,93.64804,3.63,developing,0.783,23.82,48.5
S000216,2026-06-18 22:45:00,45,22.98252,87.34071,8.82,developing,0.881,33.63,242.5
S000223,2026-06-18 22:45:00,45,10.45784,76.22677,10.55,dissipating,0.517,24.95,355.4
S000224,2026-06-18 22:45:00,45,15.5146,74.41647,11.26,dissipating,0.457,29.44,187.4
S000225,2026-06-18 22:45:00,45,11.07083,77.36385,10.25,dissipating,0.69,26.84,77.1
S000227,2026-06-18 22:45:00,45,22.07719,80.28934,3.54,dissipating,0.855,30.14,16.3
S000237,2026-06-18 22:45:00,45,27.04658,93.53036,5.59,inactive,0.0,10.02,140.4
S000246,2026-06-18 22:45:00,45,25.46211,91.23281,11.29,developing,0.201,19.44,70.5
S000251,2026-06-18 22:45:00,45,11.0638,75.25093,5.57,dissipating,0.191,34.97,185.8
S000253,2026-06-18 22:45:00,45,26.53208,88.24495,7.98,dissipating,0.023,33.66,178.7
S000260,2026-06-18 22:45:00,45,29.28538,79.40087,7.9,developing,0.185,18.3,241.8
S000266,2026-06-18 22:45:00,45,19.88064,79.18893,6.21,dissipating,0.002,6.22,210.8
S000271,2026-06-18 22:45:00,45,24.11027,86.00769,6.22,dissipating,0.639,25.2,311.0
S000018,2026-06-18 23:15:00,46,23.35643,85.21143,6.8,developing,0.428,25.48,291.9
S000019,2026-06-18 23:15:00,46,23.81308,91.26721,16.24,dissipating,0.966,27.63,329.0
S000020,2026-06-18 23:15:00,46,20.9782,72.6248,2.57,inactive,0.0,7.13,217.5
S000021,2026-06-18 23:15:00,46,23.9841,85.30059,5.0,developing,0.966,17.45,212.9
S000027,2026-06-18 23:15:00,46,12.95659,74.93889,16.21,developing,0.562,13.14,62.2
S000037,2026-06-18 23:15:00,46,26.67195,92.73066,10.62,developing,0.777,12.3,321.5
S000051,2026-06-18 23:15:00,46,20.32675,80.21496,5.91,developing,0.507,29.71,59.7
S000059,2026-06-18 23:15:00,46,27.59031,93.96321,5.97,developing,0.32,25.13,104.8
S000077,2026-06-18 23:15:00,46,20.36746,80.04531,4.67,inactive,0.0,9.57,13.3
S000079,2026-06-18 23:15:00,46,25.37967,90.5218,9.2,dissipating,0.003,29.05,266.6
S000082,2026-06-18 23:15:00,46,26.39335,92.72063,3.08,developing,0.516,34.51,7.2
S000086,2026-06-18 23:15:00,46,26.10163,87.10994,2.83,dissipating,0.491,17.77,319.0
S000091,2026-06-18 23:15:00,46,23.83701,91.21989,4.62,developing,0.107,13.28,351.5
S000118,2026-06-18 23:15:00,46,24.7148,85.01529,15.01,developing,0.961,6.32,62.6
S000121,2026-06-18 23:15:00,46,26.73722,88.40835,12.01,developing,0.322,11.11,14.5
S000137,2026-06-18 23:15:00,46,9.76674,76.97525,5.71,inactive,0.0,22.53,24.6
S000152,2026-06-18 23:15:00,46,18.98283,72.95844,11.25,developing,0.984,12.66,123.5
S000173,2026-06-18 23:15:00,46,25.78633,85.20068,3.82,developing,0.912,34.41,4.0
S000177,2026-06-18 23:15:00,46,22.31412,88.73399,12.27,dissipating,0.292,31.54,132.6
S000211,2026-06-18 23:15:00,46,27.25014,93.73824,3.69,dissipating,0.81,23.82,48.5
S000216,2026-06-18 23:15:00,46,22.91258,87.19449,8.75,dissipating,0.869,33.63,242.5
S000223,2026-06-18 23:15:00,46,10.56987,76.21768,7.21,dissipating,0.142,24.95,355.4
S000224,2026-06-18 23:15:00,46,15.3831,74.39882,6.68,inactive,0.0,29.44,187.4
S000225,2026-06-18 23:15:00,46,11.0978,77.48388,8.3,dissipating,0.432,26.84,77.1
S000227,2026-06-18 23:15:00,46,22.20753,80.33031,2.24,dissipating,0.299,30.14,16.3
S000237,2026-06-18 23:15:00,46,27.01628,93.5585,9.19,developing,0.429,10.02,140.4
S000246,2026-06-18 23:15:00,46,25.49138,91.32419,19.96,developing,0.868,19.44,70.5
S000260,2026-06-18 23:15:00,46,29.24648,79.31754,11.37,developing,0.558,18.3,241.8
S000271,2026-06-18 23:15:00,46,24.18478,85.91408,4.95,dissipating,0.373,25.2,311.0
S000018,2026-06-18 23:45:00,47,23.39932,85.09549,9.97,developing,0.937,25.48,291.9
S000019,2026-06-18 23:45:00,47,23.91983,91.19737,12.64,dissipating,0.604,27.63,329.0
S000021,2026-06-18 23:45:00,47,23.91812,85.2538,4.22,dissipating,0.709,17.45,212.9
S000027,2026-06-18 23:45:00,47,12.98425,74.9926,21.49,developing,0.962,13.14,62.2
S000033,2026-06-18 23:45:00,47,20.42515,85.90542,5.64,developing,0.12,25.35,123.3
S000037,2026-06-18 23:45:00,47,26.71531,92.69206,10.28,dissipating,0.731,12.3,321.5
S000051,2026-06-18 23:45:00,47,20.39429,80.3381,8.14,developing,0.95,29.71,59.7
S000055,2026-06-18 23:45:00,47,20.2864,85.84896,5.68,inactive,0.0,27.26,108.2
S000059,2026-06-18 23:45:00,47,27.56138,94.08673,8.55,developing,0.747,25.13,104.8
S000082,2026-06-18 23:45:00,47,26.54756,92.74243,4.06,dissipating,0.891,34.51,7.2
S000086,2026-06-18 23:45:00,47,26.1621,87.05165,1.87,dissipating,0.098,17.77,319.0
S000091,2026-06-18 23:45:00,47,23.89617,91.21027,8.81,developing,0.808,13.28,351.5
S000118,2026-06-18 23:45:00,47,24.72791,85.04309,8.3,dissipating,0.232,6.32,62.6
S000121,2026-06-18 23:45:00,47,26.78569,88.42241,20.22,developing,0.999,11.11,14.5
S000137,2026-06-18 23:45:00,47,9.82403,77.00191,8.27,developing,0.3,22.53,24.6
S000152,2026-06-18 23:45:00,47,18.95134,73.00874,8.6,dissipating,0.596,12.66,123.5
S000173,2026-06-18 23:45:00,47,25.94095,85.21265,3.39,dissipating,0.735,34.41,4.0
S000185,2026-06-18 23:45:00,47,11.78017,75.38164,1.99,inactive,0.0,9.92,313.7
S000211,2026-06-18 23:45:00,47,27.32128,93.82843,2.9,dissipating,0.491,23.82,48.5
S000216,2026-06-18 23:45:00,47,22.84264,87.04828,7.32,dissipating,0.618,33.63,242.5
S000225,2026-06-18 23:45:00,47,11.12478,77.60392,6.34,dissipating,0.173,26.84,77.1
S000227,2026-06-18 23:45:00,47,22.33787,80.37127,1.55,inactive,0.0,30.14,16.3
S000237,2026-06-18 23:45:00,47,26.98151,93.59079,13.32,developing,0.921,10.02,140.4
S000246,2026-06-18 23:45:00,47,25.52065,91.41558,17.5,dissipating,0.679,19.44,70.5
S000260,2026-06-18 23:45:00,47,29.20758,79.23421,14.84,developing,0.932,18.3,241.8
S000271,2026-06-18 23:45:00,47,24.2593,85.82046,3.69,dissipating,0.106,25.2,311.0
S000018,2026-06-19 00:15:00,0,23.44222,84.97955,7.68,dissipating,0.57,25.48,291.9
S000019,2026-06-19 00:15:00,0,24.02658,91.12753,9.03,dissipating,0.241,27.63,329.0
S000021,2026-06-19 00:15:00,0,23.85213,85.207,3.27,dissipating,0.399,17.45,212.9
S000027,2026-06-19 00:15:00,0,13.0119,75.04631,18.57,dissipating,0.741,13.14,62.2
S000033,2026-06-19 00:15:00,0,20.36239,86.00722,9.05,developing,0.596,25.35,123.3
S000037,2026-06-19 00:15:00,0,26.75866,92.65346,7.13,dissipating,0.303,12.3,321.5
S000051,2026-06-19 00:15:00,0,20.46183,80.46123,6.76,dissipating,0.677,29.71,59.7
S000055,2026-06-19 00:15:00,0,20.24836,85.97196,10.4,developing,0.553,27.26,108.2
S000059,2026-06-19 00:15:00,0,27.53244,94.21025,9.15,dissipating,0.847,25.13,104.8
S000082,2026-06-19 00:15:00,0,26.70177,92.76423,3.01,dissipating,0.49,34.51,7.2
S000091,2026-06-19 00:15:00,0,23.95533,91.20065,7.2,dissipating,0.538,13.28,351.5
S000121,2026-06-19 00:15:00,0,26.83415,88.43646,15.43,dissipating,0.604,11.11,14.5
S000137,2026-06-19 00:15:00,0,9.91627,77.04482,12.41,developing,0.783,22.53,24.6
S000152,2026-06-19 00:15:00,0,18.91985,73.05905,5.73,dissipating,0.174,12.66,123.5
S000173,2026-06-19 00:15:00,0,26.09556,85.22462,2.63,dissipating,0.42,34.41,4.0
S000185,2026-06-19 00:15:00,0,11.79656,75.36411,2.9,developing,0.309,9.92,313.7
S000211,2026-06-19 00:15:00,0,27.39242,93.91862,2.1,dissipating,0.171,23.82,48.5
S000216,2026-06-19 00:15:00,0,22.77269,86.90206,5.89,dissipating,0.367,33.63,242.5
S000225,2026-06-19 00:15:00,0,11.15175,77.72395,5.04,inactive,0.0,26.84,77.1
S000237,2026-06-19 00:15:00,0,26.94674,93.62307,10.4,dissipating,0.573,10.02,140.4
S000246,2026-06-19 00:15:00,0,25.54991,91.50696,12.3,dissipating,0.279,19.44,70.5
S000260,2026-06-19 00:15:00,0,29.16867,79.15089,12.2,dissipating,0.648,18.3,241.8
S000309,2026-06-19 00:15:00,0,19.14477,72.85443,4.33,inactive,0.0,14.48,89.1
S000439,2026-06-19 00:15:00,0,25.82248,87.58166,6.85,developing,0.337,34.15,85.9
S000466,2026-06-19 00:15:00,0,25.14361,87.02707,8.85,inactive,0.0,28.71,220.1
S000018,2026-06-19 00:45:00,1,23.48512,84.86361,4.63,dissipating,0.078,25.48,291.9
S000019,2026-06-19 00:45:00,1,24.13333,91.05769,6.63,inactive,0.0,27.63,329.0
S000021,2026-06-19 00:45:00,1,23.78615,85.16021,2.32,dissipating,0.089,17.45,212.9
S000027,2026-06-19 00:45:00,1,13.03956,75.10003,14.81,dissipating,0.456,13.14,62.2
S000033,2026-06-19 00:45:00,1,20.29963,86.10902,11.68,dissipating,0.962,25.35,123.3
S000037,2026-06-19 00:45:00,1,26.80202,92.61486,4.9,inactive,0.0,12.3,321.5
S000051,2026-06-19 00:45:00,1,20.52937,80.58436,4.93,dissipating,0.312,29.71,59.7
S000055,2026-06-19 00:45:00,1,20.20991,86.09628,12.79,dissipating,0.834,27.26,108.2
S000059,2026-06-19 00:45:00,1,27.50351,94.33378,6.88,dissipating,0.47,25.13,104.8
S000082,2026-06-19 00:45:00,1,26.85597,92.78604,1.97,dissipating,0.09,34.51,7.2
S000091,2026-06-19 00:45:00,1,24.01449,91.19103,3.98,inactive,0.0,13.28,351.5
S000121,2026-06-19 00:45:00,1,26.88262,88.45052,10.62,dissipating,0.208,11.11,14.5
S000137,2026-06-19 00:45:00,1,10.00851,77.08774,11.83,dissipating,0.715,22.53,24.6
S000173,2026-06-19 00:45:00,1,26.25018,85.23659,1.86,dissipating,0.104,34.41,4.0
S000185,2026-06-19 00:45:00,1,11.82743,75.33111,4.64,developing,0.89,9.92,313.7
S000211,2026-06-19 00:45:00,1,27.46356,94.00881,1.67,inactive,0.0,23.82,48.5
S000216,2026-06-19 00:45:00,1,22.70275,86.75585,4.46,dissipating,0.116,33.63,242.5
S000237,2026-06-19 00:45:00,1,26.91197,93.65535,6.14,dissipating,0.065,10.02,140.4
S000246,2026-06-19 00:45:00,1,25.57918,91.59834,8.67,inactive,0.0,19.44,70.5
S000260,2026-06-19 00:45:00,1,29.12977,79.06756,8.21,dissipating,0.217,18.3,241.8
S000308,2026-06-19 00:45:00,1,8.47331,77.01781,4.79,inactive,0.0,26.79,213.3
S000309,2026-06-19 00:45:00,1,19.14564,72.91115,7.35,developing,0.466,14.48,89.1
S000439,2026-06-19 00:45:00,1,25.83345,87.75213,8.74,dissipating,0.615,34.15,85.9
S000466,2026-06-19 00:45:00,1,25.05715,86.94677,13.76,developing,0.369,28.71,220.1
S000477,2026-06-19 00:45:00,1,26.72775,83.3587,6.27,inactive,0.0,10.27,358.6
S000497,2026-06-19 00:45:00,1,22.34643,87.18055,1.96,developing,0.095,18.23,197.8
S000505,2026-06-19 00:45:00,1,13.93628,75.56587,1.55,inactive,0.0,25.96,197.1
S000550,2026-06-19 00:45:00,1,27.09549,93.61172,7.65,inactive,0.0,29.98,182.2
S000027,2026-06-19 01:15:00,2,13.06722,75.15374,11.04,dissipating,0.17,13.14,62.2
S000033,2026-06-19 01:15:00,2,20.23687,86.21083,9.84,dissipating,0.705,25.35,123.3
S000051,2026-06-19 01:15:00,2,20.59691,80.70749,3.35,inactive,0.0,29.71,59.7
S000055,2026-06-19 01:15:00,2,20.17146,86.22059,5.76,dissipating,0.009,27.26,108.2
S000059,2026-06-19 01:15:00,2,27.47458,94.4573,4.6,dissipating,0.094,25.13,104.8
S000121,2026-06-19 01:15:00,2,26.93109,88.46457,8.1,inactive,0.0,11.11,14.5
S000137,2026-06-19 01:15:00,2,10.10075,77.13065,7.39,dissipating,0.196,22.53,24.6
S000185,2026-06-19 01:15:00,2,11.8583,75.29811,3.9,dissipating,0.644,9.92,313.7
S000260,2026-06-19 01:15:00,2,29.09087,78.98424,6.19,inactive,0.0,18.3,241.8
S000308,2026-06-19 01:15:00,2,8.41321,76.97784,6.71,developing,0.267,26.79,213.3
S000309,2026-06-19 01:15:00,2,19.1467,72.98018,10.65,dissipating,0.974,14.48,89.1
S000345,2026-06-19 01:15:00,2,26.13362,85.85047,2.59,inactive,0.0,12.74,348.7
S000426,2026-06-19 01:15:00,2,11.66848,76.03212,5.17,developing,0.064,5.96,250.1
S000439,2026-06-19 01:15:00,2,25.84441,87.9226,4.55,inactive,0.0,34.15,85.9
S000466,2026-06-19 01:15:00,2,24.95815,86.85483,19.37,developing,0.792,28.71,220.1
S000477,2026-06-19 01:15:00,2,26.75089,83.35806,8.29,developing,0.214,10.27,358.6
S000497,2026-06-19 01:15:00,2,22.26824,87.15336,2.86,developing,0.447,18.23,197.8
S000505,2026-06-19 01:15:00,2,13.84311,75.53629,3.69,dissipating,0.922,25.96,197.1
S000550,2026-06-19 01:15:00,2,27.01925,93.60843,10.49,developing,0.247,29.98,182.2
S000027,2026-06-19 01:45:00,3,13.09487,75.20746,8.79,inactive,0.0,13.14,62.2
S000033,2026-06-19 01:45:00,3,20.17411,86.31263,8.0,dissipating,0.448,25.35,123.3
S000185,2026-06-19 01:45:00,3,11.88918,75.26511,2.6,dissipating,0.206,9.92,313.7
S000308,2026-06-19 01:45:00,3,8.31239,76.9108,9.93,developing,0.716,26.79,213.3
S000309,2026-06-19 01:45:00,3,19.14775,73.0492,7.75,dissipating,0.527,14.48,89.1
S000325,2026-06-19 01:45:00,3,30.31526,78.05446,3.34,inactive,0.0,23.68,11.5
S000345,2026-06-19 01:45:00,3,26.18332,85.83942,3.55,developing,0.247,12.74,348.7
S000348,2026-06-19 01:45:00,3,17.33954,76.83306,1.5,inactive,0.0,22.38,125.6
S000426,2026-06-19 01:45:00,3,11.65932,76.00633,7.23,developing,0.355,5.96,250.1
S000450,2026-06-19 01:45:00,3,21.52363,80.22686,2.46,inactive,0.0,31.35,167.2
S000466,2026-06-19 01:45:00,3,24.85914,86.76289,18.0,dissipating,0.689,28.71,220.1
S000477,2026-06-19 01:45:00,3,26.79715,83.35677,12.31,developing,0.642,10.27,358.6
S000497,2026-06-19 01:45:00,3,22.19006,87.12618,3.76,developing,0.799,18.23,197.8
S000505,2026-06-19 01:45:00,3,13.73138,75.50081,1.85,dissipating,0.131,25.96,197.1
S000550,2026-06-19 01:45:00,3,26.8843,93.60261,15.51,developing,0.684,29.98,182.2
S000033,2026-06-19 02:15:00,4,20.11135,86.41443,6.16,dissipating,0.192,25.35,123.3
S000308,2026-06-19 02:15:00,4,8.21158,76.84376,11.27,dissipating,0.903,26.79,213.3
S000309,2026-06-19 02:15:00,4,19.14881,73.11823,4.84,dissipating,0.08,14.48,89.1
S000325,2026-06-19 02:15:00,4,30.41084,78.0769,4.98,developing,0.326,23.68,11.5
S000345,2026-06-19 02:15:00,4,26.23958,85.82692,4.63,developing,0.526,12.74,348.7
S000348,2026-06-19 02:15:00,4,17.30384,76.88522,1.82,developing,0.178,22.38,125.6
S000365,2026-06-19 02:15:00,4,19.0785,72.87528,4.05,inactive,0.0,34.78,187.4
S000426,2026-06-19 02:15:00,4,11.65015,75.98055,9.28,developing,0.646,5.96,250.1
S000450,2026-06-19 02:15:00,4,21.39961,80.25704,4.87,developing,0.653,31.35,167.2
S000466,2026-06-19 02:15:00,4,24.76014,86.67095,9.88,dissipating,0.077,28.71,220.1
S000477,2026-06-19 02:15:00,4,26.84342,83.35547,14.76,dissipating,0.902,10.27,358.6
S000497,2026-06-19 02:15:00,4,22.11187,87.09899,3.77,dissipating,0.801,18.23,197.8
S000512,2026-06-19 02:15:00,4,22.62039,88.17458,8.42,developing,0.35,31.25,297.9
S000550,2026-06-19 02:15:00,4,26.74936,93.59678,17.27,dissipating,0.838,29.98,182.2
S000033,2026-06-19 02:45:00,5,20.04859,86.51623,4.78,inactive,0.0,25.35,123.3
S000308,2026-06-19 02:45:00,5,8.11076,76.77673,9.37,dissipating,0.637,26.79,213.3
S000322,2026-06-19 02:45:00,5,13.95147,75.58395,6.55,developing,0.19,5.66,106.8
S000325,2026-06-19 02:45:00,5,30.51537,78.10145,6.77,developing,0.682,23.68,11.5
S000345,2026-06-19 02:45:00,5,26.29584,85.81441,5.72,developing,0.805,12.74,348.7
S000348,2026-06-19 02:45:00,5,17.24509,76.97103,2.45,developing,0.47,22.38,125.6
S000365,2026-06-19 02:45:00,5,18.92504,72.85407,6.89,developing,0.466,34.78,187.4
S000366,2026-06-19 02:45:00,5,12.22599,76.67064,6.55,developing,0.432,20.24,194.6
S000426,2026-06-19 02:45:00,5,11.64099,75.95477,11.34,developing,0.936,5.96,250.1
S000450,2026-06-19 02:45:00,5,21.2619,80.29054,4.96,dissipating,0.678,31.35,167.2
S000477,2026-06-19 02:45:00,5,26.88969,83.35418,9.1,dissipating,0.301,10.27,358.6
S000492,2026-06-19 02:45:00,5,9.89906,77.05892,4.44,inactive,0.0,25.76,240.0
S000497,2026-06-19 02:45:00,5,22.03369,87.07181,2.58,dissipating,0.338,18.23,197.8
S000512,2026-06-19 02:45:00,5,22.68617,88.03979,11.26,dissipating,0.692,31.25,297.9
S000550,2026-06-19 02:45:00,5,26.61441,93.59096,10.57,dissipating,0.254,29.98,182.2
S000308,2026-06-19 03:15:00,6,8.00994,76.70969,7.46,dissipating,0.372,26.79,213.3
S000322,2026-06-19 03:15:00,6,13.94412,75.60909,10.0,developing,0.64,5.66,106.8
S000325,2026-06-19 03:15:00,6,30.61989,78.126,8.12,dissipating,0.951,23.68,11.5
S000345,2026-06-19 03:15:00,6,26.3521,85.80191,6.14,dissipating,0.912,12.74,348.7
S000348,2026-06-19 03:15:00,6,17.18635,77.05684,3.09,developing,0.762,22.38,125.6
S000365,2026-06-19 03:15:00,6,18.76969,72.83261,9.75,developing,0.937,34.78,187.4
S000366,2026-06-19 03:15:00,6,12.13776,76.64714,8.83,dissipating,0.814,20.24,194.6
